numeropedido,data emissao,data entrega prevista,data entrada,codigofornecedor,fornecedor,cidade fornecedor,total itens,valor bruto total itens,situacao pedido,usuario,prazo,codigoprodutoitem,descricao produto,qtd pedido item,qtd bonificacao item,qtd pendente item,preco unitario item,qtd falta item,qtd faturada item,valor desconto item,valor bruto item,valor liquido item,preco unitario liquido item,tipo produto,mes,ano,status pedido,tipo fornecedor
191,02/05/2025,02/05/2025,05/05/2025,14,VALFARMA,FORTALEZA,6,23689.55,fechado pedido chegou,NATALIA,30/45/60,1265,BUTIL ESCOP. + DIPIRONA MON. AMP 5ML (GEN) AMP,5000,0,0,1.75,5000.0,0,0.0,8750.0,8750.0,1.75,MEDICAMENTOS,5,2025,recebido,interno
129,10/04/2025,23/04/2025,28/04/2025,266,HOSPDROGAS,APARECIDA DE GOIANIA,1,29559.0,fechado pedido chegou,NATALIA,30/37/44/51/58/65,1266,"SOL. CLORETO SODIO 0,9% 100ML FR",10020,0,0,2.95,10020.0,0,0.0,29559.0,29559.0,2.95,MEDICAMENTOS,4,2025,recebido,externo
20,10/01/2025,30/01/2025,27/01/2025,409,STOCK MED,SANTA CRUZ DO SUL,13,161697.62,fechado pedido chegou,WARLEY,25/32/39/46/53/60/67/74/81,1266,"SOL. CLORETO SODIO 0,9% 100ML FR",20040,0,0,2.93,20040.0,0,0.0,58717.2,58717.2,2.93,MEDICAMENTOS,1,2025,recebido,externo
67,28/02/2025,10/03/2025,17/03/2025,266,HOSPDROGAS,APARECIDA DE GOIANIA,1,55110.0,fechado pedido chegou,WARLEY,28/35/42/49/56,1266,"SOL. CLORETO SODIO 0,9% 100ML FR",20040,0,0,2.75,20040.0,0,0.0,55110.0,55110.0,2.75,MEDICAMENTOS,2,2025,recebido,externo
122,25/04/2025,25/05/2025,28/04/2025,402,VAREJAO DOS COMPRIMIDOS,FORTALEZA,6,1165.5,fechado pedido chegou,NATALIA,15/25/35,1267,METOPROLOL 25MG CPR CX C/30 CX,10,0,0,21.21,10.0,0,10.45,212.1,201.65,20.16,MEDICAMENTOS,4,2025,recebido,interno
51,14/02/2025,14/02/2025,07/03/2025,10,TKL,ITAJAI,4,10650.0,fechado pedido chegou,NATALIA,42/49/56,1288,"AGULHA DESC. 25 X 0,70MM CX",50000,0,0,0.06,50000.0,0,0.0,2750.0,2750.0,0.06,MATERIAL HOSPITALAR,2,2025,recebido,externo
29,17/01/2025,30/01/2025,28/01/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,44,151736.09,fechado pedido chegou,WARLEY,30/45/60,1288,"AGULHA DESC. 25 X 0,70MM CX",15000,0,0,0.05,15000.0,0,0.0,720.0,720.0,0.05,MATERIAL HOSPITALAR,1,2025,recebido,externo
52,17/02/2025,01/03/2025,27/02/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,28,119478.1,fechado pedido chegou,WARLEY,30/45/60,1293,SONDA FOLEY 2 VIAS N.16 30CC UN,500,0,0,2.0,500.0,0,0.0,1000.0,1000.0,2.0,MATERIAL HOSPITALAR,2,2025,recebido,externo
185,11/04/2025,25/04/2025,30/04/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,51,132032.52,fechado pedido chegou,NATALIA,30/45/60,1293,SONDA FOLEY 2 VIAS N.16 30CC UN,500,0,0,2.13,500.0,0,0.0,1063.15,1063.15,2.13,MATERIAL HOSPITALAR,4,2025,recebido,externo
13,08/01/2025,12/02/2025,10/02/2025,3,AMED S/A,CURVELO,5,5098.24,fechado pedido chegou,WARLEY,28/35/42/49,1297,PAPEL GRAU CIRURGICO 200MM X 100MT UN,24,0,0,66.04,24.0,0,0.0,1584.96,1584.96,66.04,MATERIAL HOSPITALAR,1,2025,recebido,externo
9,30/01/2025,12/02/2025,10/02/2025,3,AMED S/A,CURVELO,3,2133.08,fechado pedido chegou,WARLEY,28/35/42/49,1297,PAPEL GRAU CIRURGICO 200MM X 100MT UN,16,0,0,62.74,16.0,0,0.0,1003.84,1003.84,62.74,MATERIAL HOSPITALAR,1,2025,recebido,externo
166,11/04/2025,11/04/2025,28/04/2025,284,BELIEVE,FORTALEZA,5,3626.1,fechado pedido chegou,NATALIA,30/45,1301,FRASCO P/DRENAGEM MEDIASTINAL 2000ML UN,1,0,0,27.0,1.0,0,0.0,27.0,27.0,27.0,MATERIAL HOSPITALAR,4,2025,recebido,interno
44,31/01/2025,20/02/2025,11/02/2025,57,MEDSONDA,FOZ DO IGUACU,10,3845.5,fechado pedido chegou,WARLEY,28/35/42,1310,SONDA NASOGASTRICA CURTA N.08 UN,100,0,0,0.43,100.0,0,0.0,43.0,43.0,0.43,MATERIAL HOSPITALAR,1,2025,recebido,externo
173,15/04/2025,16/04/2025,29/04/2025,219,JB FARMA DISTRIBUIDORA,FORTALEZA,3,1502.6,fechado pedido chegou,NATALIA,30,1313,MIDAZOLAM 1MG/5ML (GEN) B1 AMP,300,0,0,2.97,300.0,0,0.0,891.0,891.0,2.97,MEDICAMENTOS,4,2025,recebido,interno
33,17/01/2025,30/01/2025,20/01/2025,168,VIC PHARMA,TAQUARITINGA,5,25316.88,fechado pedido chegou,WARLEY,30/45/60,1314,ESCOVA C/ CLOREXIDINA 2% UN,5000,0,0,1.23,5000.0,0,0.0,6150.0,6150.0,1.23,MEDICAMENTOS,1,2025,recebido,externo
101,17/04/2025,30/04/2025,02/05/2025,168,VIC PHARMA,TAQUARITINGA,16,83569.0,fechado pedido chegou,NATALIA,30/45/60,1314,ESCOVA C/ CLOREXIDINA 2% UN,6000,0,0,1.23,0.0,6000,0.0,7380.0,7380.0,1.23,MEDICAMENTOS,4,2025,recebido,externo
92,25/03/2025,04/04/2025,03/04/2025,168,VIC PHARMA,TAQUARITINGA,8,70547.92,fechado pedido chegou,WARLEY,28/35/42,1314,ESCOVA C/ CLOREXIDINA 2% UN,4000,0,0,1.23,4000.0,0,0.0,4920.0,4920.0,1.23,MEDICAMENTOS,3,2025,recebido,externo
86,19/03/2025,31/03/2025,09/04/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,20,31528.47,fechado pedido chegou,WARLEY,30/45/60,1324,DRENO P/SUCCAO SANFONADO 4.8MM. UN,20,0,0,19.1,20.0,0,0.0,382.0,382.0,19.1,MATERIAL HOSPITALAR,3,2025,recebido,externo
35,24/01/2025,14/02/2025,14/02/2025,211,OLIMED,BLUMENAU,6,50960.0,fechado pedido chegou,WARLEY,28/35/42/49,1325,LUVA NITRILICA S/PO AZUL P CX 100 CX,200,0,0,16.4,0.0,200,0.0,3280.0,3280.0,16.4,MATERIAL HOSPITALAR,1,2025,recebido,externo
86,19/03/2025,31/03/2025,09/04/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,20,31528.47,fechado pedido chegou,WARLEY,30/45/60,1326,COLETOR UNIVERSAL 80ML S/PA ESTERIL TAMPA VERMELHA UN,2000,0,0,0.35,2000.0,0,0.0,700.0,700.0,0.35,MATERIAL HOSPITALAR,3,2025,recebido,externo
48,14/02/2025,05/03/2025,27/02/2025,409,STOCK MED,SANTA CRUZ DO SUL,13,38191.9,fechado pedido chegou,WARLEY,28/35/42/49/56,1327,METRONIDAZOL 5MG/ML INJ 100ML BOL,1040,0,0,4.64,1040.0,0,0.0,4825.6,4825.6,4.64,MEDICAMENTOS,2,2025,recebido,externo
52,17/02/2025,01/03/2025,27/02/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,28,119478.1,fechado pedido chegou,WARLEY,30/45/60,1333,SONDA URETRAL N.14 UN,1000,0,0,0.55,1000.0,0,0.0,550.0,550.0,0.55,MATERIAL HOSPITALAR,2,2025,recebido,externo
72,06/03/2025,15/03/2025,12/03/2025,168,VIC PHARMA,TAQUARITINGA,11,38371.44,fechado pedido chegou,WARLEY,30/45/60,1348,"CLOREXIDINA 0,5% ACOOLICA 100ML (CHLORCLEAR) FR",48,0,0,1.37,48.0,0,0.0,65.76,65.76,1.37,MEDICAMENTOS,3,2025,recebido,externo
60,18/02/2025,28/02/2025,25/02/2025,168,VIC PHARMA,TAQUARITINGA,14,45673.08,fechado pedido chegou,WARLEY,28/35/42,1348,"CLOREXIDINA 0,5% ACOOLICA 100ML (CHLORCLEAR) FR",168,0,0,1.25,168.0,0,0.0,210.0,210.0,1.25,MEDICAMENTOS,2,2025,recebido,externo
101,17/04/2025,30/04/2025,02/05/2025,168,VIC PHARMA,TAQUARITINGA,16,83569.0,fechado pedido chegou,NATALIA,30/45/60,1348,"CLOREXIDINA 0,5% ACOOLICA 100ML (CHLORCLEAR) FR",600,0,0,1.37,0.0,600,0.0,822.0,822.0,1.37,MEDICAMENTOS,4,2025,recebido,externo
48,14/02/2025,05/03/2025,27/02/2025,409,STOCK MED,SANTA CRUZ DO SUL,13,38191.9,fechado pedido chegou,WARLEY,28/35/42/49/56,1351,AGUA P/INJECAO 10ML AMP AMP,10000,0,0,0.22,10000.0,0,0.0,2200.0,2200.0,0.22,MEDICAMENTOS,2,2025,recebido,externo
88,21/03/2025,23/04/2025,03/04/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,4,23088.22,fechado pedido chegou,WARLEY,30/45/60,1368,"AGULHA DESC. 30 X 0,80MM UN",20000,0,0,0.05,20000.0,0,0.0,970.0,970.0,0.05,MATERIAL HOSPITALAR,3,2025,recebido,externo
45,10/02/2025,25/02/2025,21/02/2025,31,HIPOLABOR,MONTES CLAROS,8,68000.0,fechado pedido chegou,WARLEY,45/60/75/90,1373,TRAMADOL 50MG/ML INJ AMP 1ML(GEN) A2 AMP,4000,0,0,1.1,4000.0,0,0.0,4400.0,4400.0,1.1,MEDICAMENTOS,2,2025,recebido,externo
30,17/01/2025,01/02/2025,20/01/2025,31,HIPOLABOR,MONTES CLAROS,1,7200.0,fechado pedido chegou,WARLEY,30/45/60/75,1373,TRAMADOL 50MG/ML INJ AMP 1ML(GEN) A2 AMP,6000,0,0,1.2,6000.0,0,0.0,7200.0,7200.0,1.2,MEDICAMENTOS,1,2025,recebido,externo
18,10/01/2025,30/01/2025,17/01/2025,266,HOSPDROGAS,APARECIDA DE GOIANIA,2,43200.0,fechado pedido chegou,WARLEY,30/45/60,1374,"PIPERACILINA+TAZOBACTAM 4,5G FA FR",2000,0,0,19.85,2000.0,0,0.0,39700.0,39700.0,19.85,MEDICAMENTOS,1,2025,recebido,externo
29,17/01/2025,30/01/2025,28/01/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,44,151736.09,fechado pedido chegou,WARLEY,30/45/60,1376,SCALP 19G C/ DISP. SEG UN,5000,0,0,0.32,5000.0,0,0.0,1600.0,1600.0,0.32,MATERIAL HOSPITALAR,1,2025,recebido,externo
60,18/02/2025,28/02/2025,25/02/2025,168,VIC PHARMA,TAQUARITINGA,14,45673.08,fechado pedido chegou,WARLEY,28/35/42,1384,IODOPOVIDONA SOL AQUOSA FR 100ML FR,168,0,0,5.43,168.0,0,0.0,912.24,912.24,5.43,MEDICAMENTOS,2,2025,recebido,externo
29,17/01/2025,30/01/2025,28/01/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,44,151736.09,fechado pedido chegou,WARLEY,30/45/60,1396,FRASCO P/DRENAGEM MEDIASTINAL 2000ML UN,20,0,0,19.71,20.0,0,0.0,394.2,394.2,19.71,MATERIAL HOSPITALAR,1,2025,recebido,externo
86,19/03/2025,31/03/2025,09/04/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,20,31528.47,fechado pedido chegou,WARLEY,30/45/60,1397,DRENO SUCCAO TORAX PVC 22FR UN,15,0,0,3.23,15.0,0,0.0,48.45,48.45,3.23,MATERIAL HOSPITALAR,3,2025,recebido,externo
115,03/04/2025,05/04/2025,28/04/2025,410,NOVA MED DISTRIBUIDORA LTDA,FORTALEZA,10,10931.77,fechado pedido chegou,NATALIA,30/60,1403,SUPOSIT. GLICERINA ADULTO (GLICERILAX) UN,40,0,0,30.2,40.0,0,876.89,1208.0,331.11,8.28,MEDICAMENTOS,4,2025,recebido,interno
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,1411,METRONIDAZOL 250MG (GEN) CPR,300,0,0,0.21,300.0,0,0.0,63.0,63.0,0.21,MEDICAMENTOS,4,2025,recebido,interno
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,1414,LOSARTANA POT. 50MG CPR GEN CPR,600,0,0,0.06,600.0,0,0.0,34.2,34.2,0.06,MEDICAMENTOS,4,2025,recebido,interno
149,11/04/2025,11/04/2025,28/04/2025,599,MEDMAIA PRODUTOS MEDICOS,FORTALEZA,1,720.0,fechado pedido chegou,NATALIA,28,1418,FITA P/GLICEMIA ACCU-CHECK ACTIVE C/50 UN,15,0,0,48.0,15.0,0,0.0,720.0,720.0,48.0,MATERIAL HOSPITALAR,4,2025,recebido,interno
9,30/01/2025,12/02/2025,10/02/2025,3,AMED S/A,CURVELO,3,2133.08,fechado pedido chegou,WARLEY,28/35/42/49,1419,PAPEL GRAU CIRURGICO 100MM X 100MT UN,12,0,0,31.37,12.0,0,0.0,376.44,376.44,31.37,MATERIAL HOSPITALAR,1,2025,recebido,externo
13,08/01/2025,12/02/2025,10/02/2025,3,AMED S/A,CURVELO,5,5098.24,fechado pedido chegou,WARLEY,28/35/42/49,1419,PAPEL GRAU CIRURGICO 100MM X 100MT UN,12,0,0,31.37,12.0,0,0.0,376.44,376.44,31.37,MATERIAL HOSPITALAR,1,2025,recebido,externo
2,13/01/2025,02/02/2025,,4,DESCARPACK,ILHOTA,2,21600.0,fechado pedido chegou,WARLEY,28/35/42,1423,LUVA VINIL S/PO P CX 100 CX,1000,0,0,10.8,0.0,1000,0.0,10800.0,10800.0,10.8,MATERIAL HOSPITALAR,1,2025,entrega pendente,externo
70,05/03/2025,09/04/2025,14/03/2025,3,AMED S/A,CURVELO,1,70680.0,fechado pedido chegou,WARLEY,30/40/50/60,1424,"COMPRESSA DE GAZE 7,5CMX7,5CM 11 FIOS C/500 REBECCA PC",4000,0,0,17.67,4000.0,0,0.0,70680.0,70680.0,17.67,MATERIAL HOSPITALAR,3,2025,recebido,externo
71,05/03/2025,09/04/2025,14/03/2025,3,AMED S/A,CURVELO,1,70680.0,fechado pedido chegou,WARLEY,30/40/50/60,1424,"COMPRESSA DE GAZE 7,5CMX7,5CM 11 FIOS C/500 REBECCA PC",4000,0,0,17.67,4000.0,0,0.0,70680.0,70680.0,17.67,MATERIAL HOSPITALAR,3,2025,recebido,externo
167,29/04/2025,29/04/2025,29/04/2025,14,VALFARMA,FORTALEZA,7,1474.16,fechado pedido chegou,NATALIA,30,1426,GEL P/ULTRASSOM 1KG LT,12,0,0,7.25,12.0,0,0.0,87.0,87.0,7.25,HOSPITALAR,4,2025,recebido,interno
120,03/04/2025,04/05/2025,28/04/2025,14,VALFARMA,FORTALEZA,2,405.23,fechado pedido chegou,NATALIA,30,1443,CLONAZEPAM 2MG CPR (ZILEPAM) B1 UN,120,0,0,0.06,120.0,0,0.0,7.73,7.73,0.06,MEDICAMENTOS,4,2025,recebido,interno
114,03/04/2025,04/04/2025,24/04/2025,14,VALFARMA,FORTALEZA,2,404.7,fechado pedido chegou,NATALIA,30,1443,CLONAZEPAM 2MG CPR (ZILEPAM) B1 UN,120,0,0,0.06,120.0,0,0.0,7.2,7.2,0.06,MEDICAMENTOS,4,2025,recebido,interno
191,02/05/2025,02/05/2025,05/05/2025,14,VALFARMA,FORTALEZA,6,23689.55,fechado pedido chegou,NATALIA,30/45/60,1445,CATETER INTRAVENOSO C/DISP SEG 14G. UN,500,0,0,1.86,500.0,0,0.0,930.95,930.95,1.86,MATERIAL HOSPITALAR,5,2025,recebido,interno
106,02/04/2025,03/04/2025,23/04/2025,24,REPIFARMA,FORTALEZA,1,1091.2,fechado pedido chegou,NATALIA,30,1447,EXTENSAO P/ SISTEMA ASPIRACAO CONEC ELAST 2M ASP.VAC UN,200,0,0,5.46,200.0,0,0.0,1091.2,1091.2,5.46,MATERIAL HOSPITALAR,4,2025,recebido,interno
163,09/04/2025,09/05/2025,28/04/2025,223,SELLENE MATRIZ,FORTALEZA,4,2720.4,fechado pedido chegou,NATALIA,30,1452,NOVASOURCE GC ST. ABERTO 1L LT,24,0,0,49.4,24.0,0,0.0,1185.6,1185.6,49.4,OUTROS,4,2025,recebido,interno
108,02/04/2025,07/04/2025,23/04/2025,332,CIRURGICA MONTEBELLO,RECIFE,1,1079.96,fechado pedido chegou,NATALIA,30,1466,IMUNOGLOBULINA HUM. ANTI-RHD 300MG 2ML (CSL B) FA,4,0,0,269.99,4.0,0,0.0,1079.96,1079.96,269.99,MEDICAMENTOS,4,2025,recebido,externo
2,13/01/2025,02/02/2025,,4,DESCARPACK,ILHOTA,2,21600.0,fechado pedido chegou,WARLEY,28/35/42,1473,LUVA VINIL S/PO M CX 100 CX,1000,0,0,10.8,0.0,1000,0.0,10800.0,10800.0,10.8,MATERIAL HOSPITALAR,1,2025,entrega pendente,externo
52,17/02/2025,01/03/2025,27/02/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,28,119478.1,fechado pedido chegou,WARLEY,30/45/60,1475,SERINGA DESC. 03ML C/AG 25X07 LUER LOCK UN,30000,0,0,0.16,30000.0,0,0.0,4800.0,4800.0,0.16,MATERIAL HOSPITALAR,2,2025,recebido,externo
89,22/03/2025,23/04/2025,02/04/2025,57,MEDSONDA,FOZ DO IGUACU,4,17120.0,fechado pedido chegou,WARLEY,28/35/42,1478,EQUIPO FOTOSSENSIVEL MACROGOTAS C/INJ LAT LS UN,1000,0,0,3.42,1000.0,0,0.0,3420.0,3420.0,3.42,MATERIAL HOSPITALAR,3,2025,recebido,externo
49,11/02/2025,01/03/2025,24/02/2025,416,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,CURITIBA,2,8760.0,fechado pedido chegou,WARLEY,35/42/49,1480,DIPIRONA SOD. 500MG/ML 2ML (GEN) AMP,10000,0,0,0.6,10000.0,0,0.0,6000.0,6000.0,0.6,MEDICAMENTOS,2,2025,recebido,externo
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,1485,FRALDA DESC. GERIAT XG BELFRAL SOFT C/7 PC,140,0,0,1.59,140.0,0,0.0,222.6,222.6,1.59,MATERIAL HOSPITALAR,4,2025,recebido,interno
115,03/04/2025,05/04/2025,28/04/2025,410,NOVA MED DISTRIBUIDORA LTDA,FORTALEZA,10,10931.77,fechado pedido chegou,NATALIA,30/60,1489,MOVINAU (BROMOPRIDA)40MG GTS 20ML FR,200,0,0,19.25,200.0,0,3036.49,3850.0,813.51,4.07,MEDICAMENTOS,4,2025,recebido,interno
115,03/04/2025,05/04/2025,28/04/2025,410,NOVA MED DISTRIBUIDORA LTDA,FORTALEZA,10,10931.77,fechado pedido chegou,NATALIA,30/60,1496,"MELATONINA 0,21MG (SEAKALM) C/90 CPR CX",2,0,0,27.39,2.0,0,24.81,54.78,29.97,14.98,MEDICAMENTOS,4,2025,recebido,interno
115,03/04/2025,05/04/2025,28/04/2025,410,NOVA MED DISTRIBUIDORA LTDA,FORTALEZA,10,10931.77,fechado pedido chegou,NATALIA,30/60,1500,"IPRATROPIO 0,25MG/ML GTS(GEN) FR",120,0,0,10.13,120.0,0,925.8,1215.6,289.8,2.42,MEDICAMENTOS,4,2025,recebido,interno
141,16/04/2025,16/04/2025,28/04/2025,596,GRUPO NOVA,FORTALEZA,2,1946.35,fechado pedido chegou,NATALIA,30,1506,DIAZEPAM 10MG CPR (B1) CPR,67,0,0,20.45,67.0,0,1105.57,1370.15,264.58,3.95,MEDICAMENTOS,4,2025,recebido,interno
115,03/04/2025,05/04/2025,28/04/2025,410,NOVA MED DISTRIBUIDORA LTDA,FORTALEZA,10,10931.77,fechado pedido chegou,NATALIA,30/60,1512,SIMETICONA 75MG/ML GTS 15ML FR,93,0,0,16.76,93.0,0,1235.25,1558.68,323.43,3.48,MEDICAMENTOS,4,2025,recebido,interno
112,08/04/2025,30/04/2025,02/05/2025,3,AMED S/A,CURVELO,1,52500.0,fechado pedido chegou,NATALIA,45/55/65,1515,"COMP. DE GAZE 7,5CMX7,5CM 13F RX C/10UND (HERIKA) UN",70000,0,0,0.75,70000.0,0,0.0,52500.0,52500.0,0.75,MATERIAL HOSPITALAR,4,2025,recebido,externo
138,23/04/2025,23/04/2025,28/04/2025,596,GRUPO NOVA,FORTALEZA,4,3707.09,fechado pedido chegou,YAGO,30/60,1528,METRONIDAZOL 250MG (GEN) CX,20,0,0,4.91,20.0,0,0.0,98.18,98.18,4.91,MEDICAMENTOS,4,2025,recebido,interno
84,19/03/2025,05/04/2025,03/04/2025,416,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,CURITIBA,7,83849.2,fechado pedido chegou,WARLEY,28/35/42/49,1530,"CARVEDILOL 6,25MG CPR (GEN) CPR",1020,0,0,0.08,1020.0,0,0.0,81.6,81.6,0.08,MEDICAMENTOS,3,2025,recebido,externo
86,19/03/2025,31/03/2025,09/04/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,20,31528.47,fechado pedido chegou,WARLEY,30/45/60,1542,ALMOTOLIA EM PE CAP 500 ML AMBAR BICO RETO UN,24,0,0,7.48,24.0,0,0.0,179.52,179.52,7.48,MATERIAL HOSPITALAR,3,2025,recebido,externo
84,19/03/2025,05/04/2025,03/04/2025,416,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,CURITIBA,7,83849.2,fechado pedido chegou,WARLEY,28/35/42/49,1550,CIPROFLOXACINO 200MG 100ML IV (HYPOFLOX) BOL,720,0,0,7.89,720.0,0,0.0,5680.8,5680.8,7.89,MEDICAMENTOS,3,2025,recebido,externo
78,13/03/2025,10/04/2025,28/03/2025,266,HOSPDROGAS,APARECIDA DE GOIANIA,5,23610.0,fechado pedido chegou,WARLEY,30/40/50,1555,SOL. GLICOSE 5% 250ML FR,1520,0,0,4.6,1520.0,0,0.0,6992.0,6992.0,4.6,MEDICAMENTOS,3,2025,recebido,externo
20,10/01/2025,30/01/2025,27/01/2025,409,STOCK MED,SANTA CRUZ DO SUL,13,161697.62,fechado pedido chegou,WARLEY,25/32/39/46/53/60/67/74/81,1555,SOL. GLICOSE 5% 250ML FR,1008,0,0,4.39,1008.0,0,0.0,4425.12,4425.12,4.39,MEDICAMENTOS,1,2025,recebido,externo
40,28/01/2025,18/02/2025,11/02/2025,416,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,CURITIBA,5,31115.0,fechado pedido chegou,WARLEY,28/35/42,1556,"NEOSTIGMINA 0,5MG AMP 1ML (NORMASTIG) AMP",500,0,0,1.05,0.0,500,0.0,525.0,525.0,1.05,MEDICAMENTOS,1,2025,recebido,externo
123,24/04/2025,24/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,5,3989.4,fechado pedido chegou,NATALIA,20/30/40,1560,BUTIL ESCOP. GTS 20ML (GEN) FR,24,0,0,8.0,24.0,0,0.0,192.0,192.0,8.0,MEDICAMENTOS,4,2025,recebido,interno
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,1560,BUTIL ESCOP. GTS 20ML (GEN) FR,40,0,0,8.0,40.0,0,0.0,320.0,320.0,8.0,MEDICAMENTOS,4,2025,recebido,interno
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,1562,SOL. GLICOSE 50% 10ML AMP,800,0,0,0.69,800.0,0,0.0,552.0,552.0,0.69,MEDICAMENTOS,4,2025,recebido,interno
134,23/04/2025,24/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,5,2603.0,fechado pedido chegou,YAGO,20/30,1562,SOL. GLICOSE 50% 10ML AMP,600,0,0,0.69,600.0,0,0.0,414.0,414.0,0.69,MEDICAMENTOS,4,2025,recebido,interno
20,10/01/2025,30/01/2025,27/01/2025,409,STOCK MED,SANTA CRUZ DO SUL,13,161697.62,fechado pedido chegou,WARLEY,25/32/39/46/53/60/67/74/81,1562,SOL. GLICOSE 50% 10ML AMP,1000,0,0,0.48,1000.0,0,0.0,483.0,483.0,0.48,MEDICAMENTOS,1,2025,recebido,externo
48,14/02/2025,05/03/2025,27/02/2025,409,STOCK MED,SANTA CRUZ DO SUL,13,38191.9,fechado pedido chegou,WARLEY,28/35/42/49/56,1562,SOL. GLICOSE 50% 10ML AMP,7000,0,0,0.49,7000.0,0,0.0,3430.0,3430.0,0.49,MEDICAMENTOS,2,2025,recebido,externo
20,10/01/2025,30/01/2025,27/01/2025,409,STOCK MED,SANTA CRUZ DO SUL,13,161697.62,fechado pedido chegou,WARLEY,25/32/39/46/53/60/67/74/81,1566,CETOPROFENO 100MG IV PO LIOF. INJ - CRISTALIA FR,5000,0,0,3.7,5000.0,0,0.0,18500.0,18500.0,3.7,MEDICAMENTOS,1,2025,recebido,externo
29,17/01/2025,30/01/2025,28/01/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,44,151736.09,fechado pedido chegou,WARLEY,30/45/60,1580,SONDA URETRAL N.10 UN,1000,0,0,0.58,1000.0,0,0.0,580.0,580.0,0.58,MATERIAL HOSPITALAR,1,2025,recebido,externo
29,17/01/2025,30/01/2025,28/01/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,44,151736.09,fechado pedido chegou,WARLEY,30/45/60,1583,LAMINA DE BISTURI N.11 CX,60,0,0,20.91,60.0,0,0.0,1254.6,1254.6,20.91,MATERIAL HOSPITALAR,1,2025,recebido,externo
23,14/01/2025,21/01/2025,16/01/2025,7,FARMACE,BARBALHA,3,56892.8,fechado pedido chegou,WARLEY,30/45/60/75,1585,SOL. RINGER C/ LACTATO 500ML FR,5016,0,0,5.8,0.0,5016,0.0,29092.8,29092.8,5.8,MEDICAMENTOS,1,2025,recebido,externo
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,1585,SOL. RINGER C/ LACTATO 500ML FR,900,0,0,7.55,900.0,0,0.0,6795.0,6795.0,7.55,MEDICAMENTOS,4,2025,recebido,interno
20,10/01/2025,30/01/2025,27/01/2025,409,STOCK MED,SANTA CRUZ DO SUL,13,161697.62,fechado pedido chegou,WARLEY,25/32/39/46/53/60/67/74/81,1586,"SOL. CLORETO SODIO 0,9% 1000ML FR",512,0,0,8.13,512.0,0,0.0,4162.56,4162.56,8.13,MEDICAMENTOS,1,2025,recebido,externo
76,14/03/2025,01/04/2025,04/04/2025,409,STOCK MED,SANTA CRUZ DO SUL,16,184059.0,fechado pedido chegou,WARLEY,30/37/44/51/58/65/72,1586,"SOL. CLORETO SODIO 0,9% 1000ML FR",800,0,0,8.5,800.0,0,0.0,6800.0,6800.0,8.5,MEDICAMENTOS,3,2025,recebido,externo
178,29/04/2025,29/05/2025,,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,24,192714.48,aguardando faturamento,NATALIA,30/45/60,1587,FIXADOR P/TUBO TRAQUEAL ADULTO FRADEL UN,1000,0,1000,5.8,0.0,0,0.0,5800.0,5800.0,5.8,MATERIAL HOSPITALAR,4,2025,entrega pendente,externo
